anime_id,image_url
33255,https://cdn.myanimelist.net/images/anime/1973/142750.jpg
372,https://cdn.myanimelist.net/images/anime/1652/90326.jpg
265,https://cdn.myanimelist.net/images/anime/4/64737.jpg
25681,https://cdn.myanimelist.net/images/anime/8/69187.jpg
4722,https://cdn.myanimelist.net/images/anime/11/84022.jpg
24277,https://cdn.myanimelist.net/images/anime/12/67799.jpg
239,https://cdn.myanimelist.net/images/anime/1910/138560.jpg
512,https://cdn.myanimelist.net/images/anime/1579/140483.jpg
4477,https://cdn.myanimelist.net/images/anime/1896/147906.jpg
15323,https://cdn.myanimelist.net/images/anime/5/41415.jpg
31174,https://cdn.myanimelist.net/images/anime/7/76540.jpg
23327,https://cdn.myanimelist.net/images/anime/3/64451.jpg
5365,https://cdn.myanimelist.net/images/anime/1063/117013.jpg
3702,https://cdn.myanimelist.net/images/anime/3/9853.jpg
3167,https://cdn.myanimelist.net/images/anime/13/19480.jpg
7465,https://cdn.myanimelist.net/images/anime/9/27711.jpg
7054,https://cdn.myanimelist.net/images/anime/6/25254.jpg
1257,https://cdn.myanimelist.net/images/anime/1182/122016.jpg
23283,https://cdn.myanimelist.net/images/anime/1417/117422.jpg
2025,https://cdn.myanimelist.net/images/anime/5/19570.jpg
235,https://cdn.myanimelist.net/images/anime/7/75199.jpg
1364,https://cdn.myanimelist.net/images/anime/1144/92654.jpg
18689,https://cdn.myanimelist.net/images/anime/5/54235.jpg
22043,https://cdn.myanimelist.net/images/anime/3/60551.jpg
31988,https://cdn.myanimelist.net/images/anime/10/81155.jpg
20899,https://cdn.myanimelist.net/images/anime/11/55267.jpg
1453,https://cdn.myanimelist.net/images/anime/6/17576.jpg
23623,https://cdn.myanimelist.net/images/anime/9/75105.jpg
1559,https://cdn.myanimelist.net/images/anime/9/75515.jpg
1382,https://cdn.myanimelist.net/images/anime/1187/132740.jpg
23289,https://cdn.myanimelist.net/images/anime/5/66083.jpg
18,https://cdn.myanimelist.net/images/anime/9/10521.jpg
4814,https://cdn.myanimelist.net/images/anime/6/38417.jpg
16662,https://cdn.myanimelist.net/images/anime/8/52353.jpg
12031,https://cdn.myanimelist.net/images/anime/13/39511.jpg
8129,https://cdn.myanimelist.net/images/anime/1764/133575.jpg
14513,https://cdn.myanimelist.net/images/anime/11/42773.jpg
2581,https://cdn.myanimelist.net/images/anime/3/13200.jpg
30015,https://cdn.myanimelist.net/images/anime/3/82149.jpg
6171,https://cdn.myanimelist.net/images/anime/8/75546.jpg
1827,https://cdn.myanimelist.net/images/anime/4/50337.jpg
25013,https://cdn.myanimelist.net/images/anime/9/64225.jpg
1367,https://cdn.myanimelist.net/images/anime/2/20982.jpg
27833,https://cdn.myanimelist.net/images/anime/6/77838.jpg
26213,https://cdn.myanimelist.net/images/anime/6/73125.jpg
1974,https://cdn.myanimelist.net/images/anime/7/75061.jpg
8425,https://cdn.myanimelist.net/images/anime/11/27906.jpg
12069,https://cdn.myanimelist.net/images/anime/2/84664.jpg
185,https://cdn.myanimelist.net/images/anime/1384/127972.jpg
18679,https://cdn.myanimelist.net/images/anime/1464/111943.jpg
2034,https://cdn.myanimelist.net/images/anime/11/75563.jpg
437,https://cdn.myanimelist.net/images/anime/1254/134212.jpg
721,https://cdn.myanimelist.net/images/anime/1145/93646.jpg
12477,https://cdn.myanimelist.net/images/anime/12/52415.jpg
4938,https://cdn.myanimelist.net/images/anime/9/33841.jpg
2402,https://cdn.myanimelist.net/images/anime/5/64671.jpg
6702,https://cdn.myanimelist.net/images/anime/5/18179.jpg
1566,https://cdn.myanimelist.net/images/anime/3/85128.jpg
31741,https://cdn.myanimelist.net/images/anime/10/78783.jpg
440,https://cdn.myanimelist.net/images/anime/1078/95285.jpg
4107,https://cdn.myanimelist.net/images/anime/1270/115752.jpg
1506,https://cdn.myanimelist.net/images/anime/1919/94322.jpg
2759,https://cdn.myanimelist.net/images/anime/7/74975.jpg
72,https://cdn.myanimelist.net/images/anime/4/75260.jpg
3016,https://cdn.myanimelist.net/images/anime/8/22498.jpg
3783,https://cdn.myanimelist.net/images/anime/4/21735.jpg
3927,https://cdn.myanimelist.net/images/anime/9/12782.jpg
11597,https://cdn.myanimelist.net/images/anime/1044/103654.jpg
28025,https://cdn.myanimelist.net/images/anime/6/68259.jpg
24833,https://cdn.myanimelist.net/images/anime/5/75639.jpg
29893,https://cdn.myanimelist.net/images/anime/10/74338.jpg
27663,https://cdn.myanimelist.net/images/anime/9/73683.jpg
1482,https://cdn.myanimelist.net/images/anime/13/75194.jpg
3371,https://cdn.myanimelist.net/images/anime/9/28463.jpg
25313,https://cdn.myanimelist.net/images/anime/1327/110925.jpg
1430,https://cdn.myanimelist.net/images/anime/5/26182.jpg
33051,https://cdn.myanimelist.net/images/anime/6/80899.jpg
7720,https://cdn.myanimelist.net/images/anime/10/18671.jpg
1914,https://cdn.myanimelist.net/images/anime/1998/139962.jpg
20371,https://cdn.myanimelist.net/images/anime/11/65927.jpg
15039,https://cdn.myanimelist.net/images/anime/5/49993.jpg
2164,https://cdn.myanimelist.net/images/anime/5/12844.jpg
237,https://cdn.myanimelist.net/images/anime/12/34443.jpg
2449,https://cdn.myanimelist.net/images/anime/1127/141116.jpg
10643,https://cdn.myanimelist.net/images/anime/1725/110927.jpg
17739,https://cdn.myanimelist.net/images/anime/1913/146300.jpg
135,https://cdn.myanimelist.net/images/anime/12/78317.jpg
6045,https://cdn.myanimelist.net/images/anime/1502/124384.jpg
16001,https://cdn.myanimelist.net/images/anime/10/45526.jpg
6211,https://cdn.myanimelist.net/images/anime/1653/152734.jpg
232,https://cdn.myanimelist.net/images/anime/8/60781.jpg
4789,https://cdn.myanimelist.net/images/anime/1675/131993.jpg
16918,https://cdn.myanimelist.net/images/anime/6/49237.jpg
16,https://cdn.myanimelist.net/images/anime/1301/133577.jpg
1486,https://cdn.myanimelist.net/images/anime/5/7016.jpg
24997,https://cdn.myanimelist.net/images/anime/6/75700.jpg
32902,https://cdn.myanimelist.net/images/anime/4/80587.jpg
8063,https://cdn.myanimelist.net/images/anime/11/35863.jpg
25879,https://cdn.myanimelist.net/images/anime/7/73886.jpg
889,https://cdn.myanimelist.net/images/anime/1906/121592.jpg
21419,https://cdn.myanimelist.net/images/anime/11/60289.jpg
2952,https://cdn.myanimelist.net/images/anime/1065/94641.jpg
934,https://cdn.myanimelist.net/images/anime/12/19634.jpg
